"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"31","1416110_at","Slc35a4","67843","solute carrier family 35, member A4",0.251057488101695,8.05279081700894,2.17569033669678,0.0416211730963097,0.215635241359865,-4.64435228284671
"32","1416121_at","Lox","16948","lysyl oxidase",-0.200828492461198,5.60136738568544,-1.67792301750057,0.10877309714616,0.3333411052411,-5.4817988981983
"33","1416124_at","Ccnd2","12444","cyclin D2",-0.354660740489132,5.53400939501882,-2.7489450687646,0.0123048009707472,0.11875333376969,-3.5237568837014
"34","1416125_at","Fkbp5","14229","FK506 binding protein 5",-0.163827804155714,9.48430462973833,-0.980108167474194,0.338630166374556,0.586737702940976,-6.36170672480364
"35","1416132_at","Efr3a","76740","EFR3 homolog A",0.20853731449877,8.30442261384144,1.07044337859655,0.297048252559314,0.546628543673814,-6.27039139163666
"36","1416136_at","Mmp2","17390","matrix metallopeptidase 2",0.100314324289598,5.56681264247434,0.665783638923642,0.513083697931438,0.726931844908082,-6.62108832104605
"37","1416147_at","Hspa4","15525","heat shock protein 4",0.27644239145455,10.6561915428535,2.06669065129169,0.0518268000449904,0.237458448463508,-4.84010598342462
"38","1416166_a_at","Prdx4","53381","peroxiredoxin 4",-0.220861913659314,8.01746243544844,-1.65688955860167,0.112998400579131,0.338995201737394,-5.51374693140253
"39","1416180_a_at","Rdx","19684","radixin",-0.469412335013299,9.63134709004403,-3.32789395665362,0.00332200727787536,0.0574529310411991,-2.2791512738392
"40","1416190_a_at","Sec61a1","53421","Sec61 alpha 1 subunit (S. cerevisiae)",0.277337362235028,6.06604107201019,2.29885060672235,0.0323147383511349,0.189788708632863,-4.41581477894307
"41","1416203_at","Aqp1","11826","aquaporin 1",-0.159696921183651,6.29706497086541,-0.929851505055867,0.363431417605428,0.608800342639563,-6.40934421778972
"42","1416225_at","Adh1","11522","alcohol dehydrogenase 1 (class I)",0.0611587511860279,5.51275336901316,0.368846797969193,0.716080914106872,0.854476116404803,-6.77825020907818
"43","1416226_at","Arpc1b","11867","actin related protein 2/3 complex, subunit 1B",0.020482148766277,8.69667815581158,0.153616350453809,0.879437046469573,0.94268737973019,-6.8363764155234
"44","1416231_at","Vac14","234729","Vac14 homolog (S. cerevisiae)",0.0707695517414839,6.18514010192273,0.475747929615675,0.639360290776032,0.807986248658792,-6.73181443622163
"45","1416250_at","Btg2","12227","BTG anti-proliferation factor 2",-0.189887606062534,9.14902539381264,-1.28406399814762,0.213657604627434,0.460068264983139,-6.02643214990913
"46","1416266_at","Pdyn","18610","prodynorphin",-0.0544358761013015,7.01755213844719,-0.403199180743708,0.691038956923261,0.841157818648043,-6.76458837225826
"47","1416290_a_at","Psmc4","23996","proteasome (prosome, macropain) 26S subunit, ATPase, 4",-0.207641883119543,11.4281314357677,-1.66829746711806,0.11068976518738,0.335963720521168,-5.49645704143263
"48","1416295_a_at","Il2rg","16186","interleukin 2 receptor, gamma chain",-1.00824189443264,5.80235797660298,-5.77629003574174,1.14384371431745e-05,0.00101111840056992,3.29624819184993
"49","1416299_at","Shcbp1","20419","Shc SH2-domain binding protein 1",-0.192363130095846,5.64226863574814,-1.30523113033511,0.206491657376907,0.451271409791732,-6.00019250701624
"50","1416306_at","Clca1","23844","chloride channel accessory 1",-0.0588968690199869,3.61850552972864,-0.421699157885432,0.677699912135664,0.833756841562806,-6.75673547513521
"51","1416317_a_at","Stambp","70527","STAM binding protein",-0.2736545759017,8.05133925709499,-2.24793776209298,0.0359022368831267,0.200076922282381,-4.5111982628277
"52","1416322_at","Prelp","116847","proline arginine-rich end leucine-rich repeat",-0.0157367818334828,5.70171540064715,-0.127928240366991,0.899471217642535,0.951445389721187,-6.84012604931293
"53","1416343_a_at","Lamp2","16784","lysosomal-associated membrane protein 2",-0.317939389901138,8.64202992308118,-2.52835865612432,0.0198944452123547,0.149193887842553,-3.97116155900989
"54","1416355_at","Rbmx","19655","RNA binding motif protein, X chromosome",-0.252664272423629,6.72232888429573,-1.72002708643367,0.100717931621255,0.321349495016551,-5.4169401939668
"55","1416357_a_at","Mcam","84004","melanoma cell adhesion molecule",0.248424999501919,7.01045698543302,1.73461152691232,0.0980494320584046,0.318971724722995,-5.39419554763043
"56","1416360_at","Snx18","170625","sorting nexin 18",-0.244111038930999,7.01889903994551,-1.53088912748073,0.141313166642886,0.372974150904261,-5.69861918735053
"57","1416365_at","Hsp90ab1","15516","heat shock protein 90 alpha (cytosolic), class B member 1",-0.265308395218231,13.0157286083975,-2.12761352920716,0.0458740215173137,0.225283628658302,-4.73147493603469
"58","1416378_at","Pnkp","59047","polynucleotide kinase 3'- phosphatase",0.155113476009536,7.0153797044802,1.2175678217191,0.237425611952662,0.485739793922951,-6.10648264557733
"59","1416382_at","Ctsc","13032","cathepsin C",-0.47749346297722,8.6868067078263,-3.63317181079748,0.00163541020122769,0.0409012102521676,-1.59461670497889
"60","1416390_at","Rcbtb2","105670","regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2",-0.0276234018604518,7.84535703468415,-0.228417869450612,0.821618618351112,0.912178141248626,-6.82157396920187
"61","1416398_at","Tlnrd1","80889","talin rod domain containing 1",-0.346189355971533,5.61743232603013,-2.47075218663132,0.0225047024903782,0.159808323640123,-4.08491023039682
"62","1416403_at","Abcb10","56199","ATP-binding cassette, sub-family B (MDR/TAP), member 10",-0.329485790103197,7.72053958081347,-2.22376961942742,0.0377299737526659,0.204270004170503,-4.55603278829915
"63","1416421_a_at","Ssb","20823","Sjogren syndrome antigen B",-0.312873450911763,9.55886959206785,-2.28520580648581,0.0332423900866054,0.193509469854327,-4.44150047543726
"64","1416467_at","Ddx3x","13205","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked",0.304660296234374,10.3199596190015,2.02383973729358,0.0564209357344825,0.243522612526783,-4.91528957416217
"65","1416482_at","Ttc3","22129","tetratricopeptide repeat domain 3",-0.24659269495668,10.9551267097011,-1.85810843375972,0.0777949889361778,0.281436609309684,-5.19603546755928
"66","1416503_at","Lxn","17035","latexin",0.0165139278849384,11.0425853062249,0.14498145648878,0.88616284736843,0.944862486579032,-6.83771301899498
"67","1416505_at","Nr4a1","15370","nuclear receptor subfamily 4, group A, member 1",-0.25819451534395,9.82592416234468,-1.20587931623944,0.241803969526658,0.489811902318452,-6.12017583621383
"68","1416515_at","Fscn1","14086","fascin actin-bundling protein 1",0.387829441345881,6.31341721912696,2.3911292533676,0.0266417657961307,0.173560779208084,-4.23982333493473
"69","1416523_at","Rnase1","19752","ribonuclease, RNase A family, 1 (pancreatic)",0.0329938208451068,5.75594298485016,0.266166276540182,0.792809947431419,0.895600925058223,-6.81191463550327
"70","1416527_at","Rab32","67844","RAB32, member RAS oncogene family",-0.220145649265612,4.98799181808338,-1.60944815684615,0.123041053784028,0.351047013216866,-5.58467881757682
"71","1416529_at","Emp1","13730","epithelial membrane protein 1",0.135107224084557,6.05449585450541,0.688667025564647,0.498869336324565,0.715041399870295,-6.60536434756213
"72","1416530_a_at","Pnp","18950","purine-nucleoside phosphorylase",-0.0631700570402494,9.45583915636758,-0.473847849963956,0.640691497759266,0.809055899511865,-6.73274036877853
"73","1416543_at","Nfe2l2","18024","nuclear factor, erythroid derived 2, like 2",-0.11236468718832,8.84776185064428,-0.978444399889162,0.339432096248745,0.586950858062607,-6.36332031852672
"74","1416552_at","Dppa5a","434423","developmental pluripotency associated 5A",-0.224332888777887,5.40616075005697,-1.7002048658941,0.104444356228959,0.327114364316355,-5.44762458135541
"75","1416558_at","Melk","17279","maternal embryonic leucine zipper kinase",-0.00463045387301175,4.52322972380152,-0.0317205417037561,0.975006350046759,0.989033864606556,-6.84809370232985
"76","1416562_at","Gad1","14415","glutamate decarboxylase 1",0.385097092972055,9.50783781471685,1.81510809587413,0.0843899934476301,0.295739915520164,-5.26614368470495
"77","1416573_at","Pofut2","80294","protein O-fucosyltransferase 2",0.122709799300583,5.53628652238687,0.834589348697756,0.413714016744891,0.653602791545702,-6.49329348658552
"78","1416575_at","Cdc45","12544","cell division cycle 45",0.0944761114458892,5.51608218075599,0.698148204848476,0.493046515242378,0.710269593607101,-6.59870102904285
"79","1416596_at","Slc44a4","70129","solute carrier family 44, member 4",0.0188399291904719,5.57509217281263,0.136290444787478,0.892941277612833,0.947848846857348,-6.83898040876929
"80","1416608_a_at","BC004004","80748","cDNA sequence BC004004",-0.187238337488564,10.6166853549452,-1.39874073994603,0.177062443108178,0.416612733279315,-5.87999462880694
"81","1416612_at","Cyp1b1","13078","cytochrome P450, family 1, subfamily b, polypeptide 1",-0.211291524860131,6.84513789686413,-1.4662765294275,0.157973370052467,0.39426984922511,-5.78894756161133
"82","1416625_at","Serping1","12258","serine (or cysteine) peptidase inhibitor, clade G, member 1",-0.340744372654166,8.36529254884591,-2.45349705008766,0.0233468192562464,0.162855975954796,-4.11871316983382
"83","1416627_at","Spint1","20732","serine protease inhibitor, Kunitz type 1",-0.314970365510876,6.20676874591725,-2.65436726348078,0.0151428267668165,0.129652436164309,-3.71777322952779
"84","1416632_at","Me1","17436","malic enzyme 1, NADP(+)-dependent, cytosolic",0.138961034888316,10.0274072083268,1.00072126399475,0.328803262124058,0.575153300890496,-6.34150915377542
"85","1416661_at","Eif3a","13669","eukaryotic translation initiation factor 3, subunit A",-0.921769361658222,8.29649884535248,-4.30682475711313,0.000336877076656215,0.014255030038177,-0.0509522499831281
"86","1416670_at","Setdb1","84505","SET domain, bifurcated 1",0.0686848309062933,4.86517164006375,0.407376663680846,0.688017636510601,0.839952059837738,-6.76284538319957
"87","1416676_at","Kng1","16644","kininogen 1",0.136897723668533,4.1814149638304,0.934695871641916,0.360988716182434,0.607015135410737,-6.40485214686764
"88","1416681_at","Ube3a","22215","ubiquitin protein ligase E3A",-0.0376790407588325,7.07320590887495,-0.252352694408867,0.803319288365843,0.900156202354374,-6.8156193485395
"89","1416687_at","Plod2","26432","procollagen lysine, 2-oxoglutarate 5-dioxygenase 2",-0.0291021893447434,6.62761521375835,-0.204026306726908,0.840375125998705,0.922363314569459,-6.82703525397856
"90","1416693_at","Foxc2","14234","forkhead box C2",-0.149997864803316,6.43199632777829,-1.06587058050687,0.299061062148297,0.548778119410995,-6.27518706745646
"91","1416698_a_at","Cks1b","54124","CDC28 protein kinase 1b",-0.0591317635213144,8.03320767642813,-0.498433359147748,0.623564202766917,0.798924835853797,-6.72048003372765
"92","1416702_at","Serpini1","20713","serine (or cysteine) peptidase inhibitor, clade I, member 1",0.237844144869085,9.85759152976029,1.58117125371774,0.12937612631445,0.359380078652769,-5.62620220983784
"93","1416704_at","Mapk14","26416","mitogen-activated protein kinase 14",0.312966760239242,6.48953088674224,2.33555731178532,0.0299362973360579,0.181422454423131,-4.34627923255015
"94","1416714_at","Irf8","15900","interferon regulatory factor 8",-0.63493659835057,6.56562841591019,-4.0217734178926,0.000657973052859576,0.0224371194201438,-0.707438347614024
"95","1416716_at","Efs","13644","embryonal Fyn-associated substrate",-0.00303750186432605,7.6795833085781,-0.0258810335828469,0.979606289357949,0.990327563393006,-6.84826825889584
"96","1416741_at","Col5a1","12831","collagen, type V, alpha 1",-0.167829710694746,5.29951731468934,-1.29643106111437,0.20944774006541,0.455788863885975,-6.01114544447024
"97","1416754_at","Prkar1b","19085","protein kinase, cAMP dependent regulatory, type I beta",0.285407085290206,8.41937898561433,1.85866541361675,0.0777126083107021,0.281436609309684,-5.19511974562902
"98","1416759_at","Mical1","171580","microtubule associated monooxygenase, calponin and LIM domain containing 1",-0.134732837338077,5.98012702629408,-1.04566977011998,0.308069916099833,0.556364923140559,-6.29615285408005
"99","1416779_at","Cavin2","20324","caveolae associated 2",-0.605106195509495,7.0692834347274,-3.26540725897754,0.00383605902161185,0.0616535254037742,-2.41733104784009
"100","1416794_at","Atl2","56298","atlastin GTPase 2",0.56070187373123,6.8680083069237,3.24586837952401,0.00401217444573487,0.0632542004000383,-2.4603800854117
"101","1416798_a_at","Nme4","56520","NME/NM23 nucleoside diphosphate kinase 4",0.128439251254444,6.41219903418352,0.832355604396825,0.414944126899075,0.653711223936718,-6.49516091760501
"102","1416800_at","Trpm7","58800","transient receptor potential cation channel, subfamily M, member 7",0.268419276552518,8.13225118915121,1.74117616702967,0.0968682616637274,0.31707772940165,-5.3839116709775
"103","1416805_at","Gask1b","68659","golgi associated kinase 1B",0.404381906763168,6.2286968068551,2.84431970518834,0.00996001449629216,0.105181743946499,-3.32505926775588
"104","1416813_at","Tia1","21841","cytotoxic granule-associated RNA binding protein 1",0.185013577351578,8.67796355909336,1.45734730449462,0.160396988089819,0.396315835150121,-5.80118489116211
"105","1416818_at","Parva","57342","parvin, alpha",0.110745513056738,4.75164361763448,0.79522733217223,0.435729458248391,0.671042315010599,-6.52551471767633
"106","1416827_at","Tbxas1","21391","thromboxane A synthase 1, platelet",0.0276072177881881,6.31957204498472,0.207865367787769,0.837416198662802,0.92081615670557,-6.82621635478637
"107","1416867_at","Bet1","12068","Bet1 golgi vesicular membrane trafficking protein",0.0386760369806467,7.04155134833744,0.282459732266804,0.780465916010905,0.889606214181394,-6.80729296734278
"108","1416876_at","Parvg","64099","parvin, gamma",-0.207839322710881,5.08287985103141,-1.36216763365858,0.188147526509877,0.429297894266194,-5.92782847455507
"109","1416881_at","Mcl1","17210","myeloid cell leukemia sequence 1",-0.357643449417665,7.6072697825709,-2.69069791549635,0.0139861139102507,0.125462239002695,-3.6436163509914
"110","1416897_at","Parp9","80285","poly (ADP-ribose) polymerase family, member 9",-0.88778808708229,7.16002298749364,-6.22677659022708,4.23038577404442e-06,0.000417099766606264,4.28474716222079
"111","1416926_at","Trp53inp1","60599","transformation related protein 53 inducible nuclear protein 1",-0.259941454720014,9.13927833399709,-2.09071991373012,0.0494003919102436,0.232363127820017,-4.79750021215903
"112","1416942_at","Erap1","80898","endoplasmic reticulum aminopeptidase 1",-0.519846461284059,5.96987524536954,-3.34326652673538,0.00320625005007391,0.0570779305789199,-2.2450435409567
"113","1416955_at","Slc25a10","27376","solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10",0.116010723788606,6.2144652368741,0.868499296879068,0.395326234132595,0.636769589191899,-6.46437279966141
"114","1416958_at","Nr1d2","353187","nuclear receptor subfamily 1, group D, member 2",0.128274982890881,11.9932171068125,1.04359211968918,0.309007321999171,0.556994410354615,-6.29828881332761
"115","1417009_at","C1ra","50909","complement component 1, r subcomponent A",-0.241848580907052,6.08216184369449,-1.74292085013341,0.0965564075590323,0.316890120562411,-5.38117371906288
"116","1417015_at","Rassf3","192678","Ras association (RalGDS/AF-6) domain family member 3",0.196029343636257,4.82754310439217,1.39380665880316,0.178526716277113,0.417757404998977,-5.88650883146013
"117","1417019_a_at","Cdc6","23834","cell division cycle 6",-0.195611067525066,4.07681571928899,-1.52175834269561,0.143575731526774,0.375951366464642,-5.7115718009693
"118","1417025_at","H2-Eb1","14969","histocompatibility 2, class II antigen E beta",-0.351319115799932,6.67547563042068,-2.54254439030527,0.0192967065119111,0.146569206350472,-3.94294350325775
"119","1417029_a_at","Trim2","80890","tripartite motif-containing 2",-0.146277545046642,6.91892655290101,-0.98967047681982,0.334046546723991,0.58134984557159,-6.35238455158428
"120","1417030_at","Pacc1","66950","proton activated chloride channel 1",0.0413640673190834,5.52435018362466,0.299514698332388,0.767608473504962,0.883038842370884,-6.80216364926638
"121","1417033_at","Ube2g2","22213","ubiquitin-conjugating enzyme E2G 2",0.23926631206723,6.40114913896509,1.80374494908164,0.0862120882574744,0.2992647279783,-5.28447443642469
"122","1417036_at","Sac3d1","66406","SAC3 domain containing 1",-0.0490179890340556,3.64883808433069,-0.329174975193302,0.745413153512633,0.869959762817953,-6.79253407328355
"123","1417043_at","Lcat","16816","lecithin cholesterol acyltransferase",0.231973730926912,7.96570726942774,1.55698664005009,0.135008385445136,0.364885604732321,-5.66126195168561
"124","1417049_at","Rhd","19746","Rh blood group, D antigen",-0.105643096414249,6.20705076335402,-0.726356967865266,0.475955938993645,0.696930781683604,-6.57836380480625
"125","1417056_at","Psme1","19186","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",-0.142619470048359,9.6234881470567,-1.15917754031898,0.25990812575429,0.508218520496661,-6.17374290409006
"126","1417065_at","Egr1","13653","early growth response 1",-0.280596424438732,12.2861200812197,-2.19263547389167,0.0402098514521195,0.212312984958823,-4.61335899051638
"127","1417079_s_at","Lgals2","107753","lectin, galactose-binding, soluble 2",-0.296091533963351,5.4093740892055,-1.90387014642961,0.0712764292385415,0.272283142288217,-5.1201603640603
"128","1417081_a_at","Syngr2","20973","synaptogyrin 2",-0.204017958575366,7.65526366309285,-1.72840801615325,0.0991769724366483,0.320659697657542,-5.40388736043244
"129","1417084_at","Eif4ebp2","13688","eukaryotic translation initiation factor 4E binding protein 2",-0.411885586102344,6.50220463615449,-2.92117566344013,0.00838793717091809,0.094852715399806,-3.16288388364555
"130","1417095_a_at","Hspa14","50497","heat shock protein 14",-0.245420201181983,7.27760894725185,-2.03834517972516,0.0548264582079964,0.240660314345803,-4.88995440134835
"131","1417101_at","Hspa2","15512","heat shock protein 2",0.0273822482042476,9.05837204391669,0.233819494457523,0.817479269828257,0.909749558586819,-6.8202816400607
"132","1417104_at","Emp3","13732","epithelial membrane protein 3",-0.209639447083553,6.35494837337246,-1.72186214886519,0.100378784512466,0.321349495016551,-5.41408620263667
"133","1417110_at","Man1a","17155","mannosidase 1, alpha",-0.271048433809203,7.64531310441903,-1.99442559617217,0.0597821302327769,0.250615684140186,-4.96629707222353
"134","1417123_at","Vav3","57257","vav 3 oncogene",0.133247035132949,5.59534305848428,0.905710688581073,0.375769471936701,0.620074052983414,-6.4314097312029
"135","1417141_at","Igtp","16145","interferon gamma induced GTPase",-1.65200416103899,8.4049829454345,-8.00481689536019,1.07853229453789e-07,1.62636325708699e-05,7.92598651249432
"136","1417150_at","Slc6a4","15567","solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",-0.0212233041998733,6.3387380153274,-0.148918533929335,0.883095093856027,0.944633537700783,-6.83711316172551
"137","1417153_at","Nacc2","67991","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",0.538167213962364,6.26327006560872,3.59955821900317,0.00176881102179614,0.0419423036259072,-1.67064986172848
"138","1417158_at","Zxdc","80292","ZXD family zinc finger C",-0.167943339446277,7.2768204154413,-1.23789449487733,0.229955401314678,0.477513706982728,-6.08239918111371
"139","1417160_s_at","Wfdc18","14038","WAP four-disulfide core domain 18",-0.465547293106995,6.95349446054972,-3.43944261757682,0.00256669974852103,0.0512717617500579,-2.03070566945092
"140","1417169_at","Usp2","53376","ubiquitin specific peptidase 2",0.187813200154903,9.53902329974498,1.56558897089732,0.132982087179381,0.36260782799693,-5.64883972198265
"141","1417172_at","Ube2l6","56791","ubiquitin-conjugating enzyme E2L 6",-0.242377864142736,4.79740688318976,-1.87083940575602,0.0759309912153549,0.279006909788837,-5.1750565102386
"142","1417185_at","Ly6a","110454","lymphocyte antigen 6 complex, locus A",-0.340614203116749,10.4161558916594,-2.73611171446143,0.0126578524457807,0.119957133991715,-3.55026504168358
"143","1417187_at","Ube2k","53323","ubiquitin-conjugating enzyme E2K",-0.116850292201378,5.57309589874181,-0.835824232893173,0.413034970699857,0.653589597153754,-6.49225910861862
"144","1417197_at","Wwc2","52357","WW, C2 and coiled-coil domain containing 2",0.0929383171526466,6.03026571573268,0.636337192242531,0.531704030394759,0.736665143836697,-6.64057334432409
"145","1417200_at","Tmem183a","57439","transmembrane protein 183A",0.223975787539706,8.68061469470457,1.85350624347285,0.0784786108596367,0.2822451039443,-5.20359445519815
"146","1417205_at","Kdelr2","66913","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2",0.364779578342335,7.65066353420213,2.42260110155769,0.0249285101807516,0.167843660056926,-4.17892083845939
"147","1417210_at","Eif2s3y","26908","eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked",-0.115052491469486,8.81422792592702,-0.815286096782598,0.424420796971147,0.660175770585161,-6.50927682094467
"148","1417213_a_at","Rbm6","19654","RNA binding motif protein 6",-0.250779182530675,8.05284746454303,-1.82793706197659,0.0823732044119753,0.290511687559754,-5.24534938284716
"149","1417222_a_at","Tmem123","71929","transmembrane protein 123",-0.310793889787949,8.08266327572424,-2.25104567147068,0.03567317849257,0.199961448494388,-4.50541180525489
"150","1417229_at","Capn1","12333","calpain 1",0.0734331330992584,5.47326452151984,0.526201186913014,0.604480360732111,0.785793815789435,-6.70590599844286
"151","1417239_at","Cetn3","12626","centrin 3",-0.130845971211064,9.96639502454159,-1.05872752373646,0.302224780249313,0.55097704046262,-6.28264160227583
"152","1417240_at","Zyx","22793","zyxin",-0.0156236907252625,7.29177011660314,-0.119248854755123,0.906256585994605,0.955352463495834,-6.84123857124997
"153","1417244_a_at","Irf7","54123","interferon regulatory factor 7",-0.626962965308723,7.08247145782807,-4.23728394037525,0.000396617976881089,0.0156420028266873,-0.211320164461172
"154","1417256_at","Mmp13","17386","matrix metallopeptidase 13",-0.192521313876251,3.66048866755221,-1.50204030914395,0.148563736289492,0.381606350679471,-5.73933337443767
"155","1417262_at","Ptgs2","19225","prostaglandin-endoperoxide synthase 2",-0.277700236507184,7.88952349880879,-1.42421717327116,0.169654431099018,0.408365384152425,-5.84605961148433
"156","1417266_at","Ccl6","20305","chemokine (C-C motif) ligand 6",-0.166391859844021,6.27328306403462,-1.10446085630638,0.282380444613737,0.533836482129288,-6.23414341049635
"157","1417273_at","Pdk4","27273","pyruvate dehydrogenase kinase, isoenzyme 4",-0.594002298948879,7.30530701692251,-3.90845662158092,0.000858499011779598,0.0265152074300843,-0.967405583190101
"158","1417278_a_at","Nkd1","93960","naked cuticle 1",0.0469389748459319,6.34903932611749,0.330822974670284,0.744186361354721,0.869319543099944,-6.79197266115506
"159","1417279_at","Itpr1","16438","inositol 1,4,5-trisphosphate receptor 1",0.26871184932412,10.764794578019,1.66302241905785,0.111752261100087,0.337230042766419,-5.50446308315643
"160","1417289_at","Plekha2","83436","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2",0.0333148917437036,5.49239514053863,0.22307285914197,0.825719848538483,0.914750575509248,-6.82282317585497
"161","1417292_at","Ifi47","15953","interferon gamma inducible protein 47",-1.66166223145865,7.72869380384373,-8.0371686178023,1.01283651719357e-07,1.57593419642985e-05,7.98814414652152
"162","1417312_at","Dkk3","50781","dickkopf WNT signaling pathway inhibitor 3",-0.285843321037376,9.78723208478376,-2.13095614575065,0.0455660581655434,0.224631904052636,-4.72545693038412
